chebi_id	wikidata_id
CHEBI:10417	Q27108630
CHEBI:10418	Q27108631
CHEBI:10419	Q27108632
CHEBI:10423	Q27108633
CHEBI:10429	Q27089386
CHEBI:10432	Q949232
CHEBI:10435	Q27108634
CHEBI:10436	Q27108635
CHEBI:10437	Q27108637
CHEBI:10439	Q27108638
CHEBI:10440	Q27108639
CHEBI:10441	Q2055416
CHEBI:10443	Q27108640
CHEBI:10444	Q27108641
CHEBI:10445	Q27108642
CHEBI:10447	Q2705171
CHEBI:10448	Q27108643
CHEBI:10454	Q420350
CHEBI:10471	Q27108644
CHEBI:10472	Q27108645
CHEBI:10502	Q27108646
CHEBI:10506	Q27108647
CHEBI:10512	Q27108648
CHEBI:10516	Q27108649
CHEBI:10525	Q27108650
CHEBI:10534	Q27108651
CHEBI:10535	Q27108652
CHEBI:10542	Q27108653
CHEBI:10545	Q2225
CHEBI:10550	Q27108654
CHEBI:10553	Q27108655
CHEBI:10554	Q5260066
CHEBI:10556	Q5383943
CHEBI:10561	Q27108656
CHEBI:10562	Q27108657
CHEBI:10565	Q27108658
CHEBI:10575	Q27108659
CHEBI:10576	Q27108660
CHEBI:10577	Q423975
CHEBI:10578	Q27108661
CHEBI:10580	Q27108662
CHEBI:10582	Q27108663
CHEBI:10586	Q27108664
CHEBI:10587	Q27108665
CHEBI:10588	Q286112
CHEBI:10589	Q1241221
CHEBI:10607	Q608726
CHEBI:10613	Q27108666
CHEBI:10615	Q60572796
CHEBI:10618	Q27108667
CHEBI:10626	Q27108668
CHEBI:10635	Q27108670
CHEBI:10642	Q3023527
CHEBI:10650	Q416978
CHEBI:10696	Q4634147
CHEBI:10698	Q27108671
CHEBI:10702	Q27108672
CHEBI:10723	Q27108673
CHEBI:10782	Q27108674
CHEBI:10790	Q27089387
CHEBI:10836	Q27108675
CHEBI:10860	Q27108676
CHEBI:10956	Q2972823
CHEBI:10965	Q27108677
CHEBI:10979	Q27108678
CHEBI:10980	Q27108679
CHEBI:10983	Q27108680
CHEBI:10986	Q27108681
CHEBI:11009	Q27108682
CHEBI:11010	Q27108683
CHEBI:11022	Q27108684
CHEBI:11041	Q27108685
CHEBI:11047	Q27108686
CHEBI:11060	Q27108687
CHEBI:11152	Q27108688
CHEBI:11173	Q27108689
CHEBI:11222	Q27108881
CHEBI:11230	Q38130944
CHEBI:11302	Q27108882
CHEBI:11305	Q27108883
CHEBI:11320	Q27108884
CHEBI:11369	Q27108885
CHEBI:11392	Q27108886
CHEBI:11408	Q27108887
CHEBI:11412	Q8085718
CHEBI:11421	Q27108888
CHEBI:11424	Q27108889
CHEBI:11438	Q27108890
CHEBI:11449	Q27089388
CHEBI:11515	Q16868374
CHEBI:11563	Q27108892
CHEBI:11573	Q27108893
CHEBI:11594	Q27108894
CHEBI:11596	Q27108895
CHEBI:11614	Q27108896
CHEBI:11656	Q27108897
CHEBI:11684	Q60998609
CHEBI:11750	Q22083042
CHEBI:11805	Q28487650
CHEBI:11812	Q27108898
CHEBI:11814	Q27108899
CHEBI:11851	Q28487657
CHEBI:11867	Q27108901
CHEBI:11892	Q27108902
CHEBI:11893	Q27108903
CHEBI:11901	Q27089389
CHEBI:11909	Q18352362
CHEBI:11935	Q27108904
CHEBI:11944	Q27108905
CHEBI:11946	Q24644558
CHEBI:11951	Q27108906
CHEBI:11955	Q27108907
CHEBI:11972	Q27108908
CHEBI:11986	Q18349175
CHEBI:11987	Q27108909
CHEBI:12040	Q27108910
CHEBI:12060	Q18353094
CHEBI:12071	Q27108922
CHEBI:12109	Q27108930
CHEBI:12113	Q27108937
CHEBI:12154	Q27108947
CHEBI:12256	Q27108950
CHEBI:12257	Q27089390
CHEBI:12266	Q27108951
CHEBI:12350	Q27108952
CHEBI:12387	Q27108953
CHEBI:12532	Q27108954
CHEBI:12755	Q27108955
CHEBI:12777	Q18225
CHEBI:12855	Q27108956
CHEBI:12875	Q27108957
CHEBI:12876	Q27108958
CHEBI:12886	Q27108960
CHEBI:12931	Q27108961
CHEBI:12952	Q73401257
CHEBI:13022	Q27108962
CHEBI:13043	Q27108964
CHEBI:13086	Q27108965
CHEBI:13115	Q28529702
CHEBI:13139	Q60213463
CHEBI:13145	Q60213464
CHEBI:13166	Q60213509
CHEBI:13170	Q60213512
CHEBI:13172	Q378611
CHEBI:13193	Q60711173
CHEBI:13253	Q60213395
CHEBI:13332	Q27108966
CHEBI:13346	Q60213426
CHEBI:13389	Q12499775
CHEBI:13392	Q38131149
CHEBI:13497	Q27108967
CHEBI:13534	Q1087229
CHEBI:13601	Q27105482
CHEBI:13643	Q6985085
CHEBI:13705	Q21559339
CHEBI:13711	Q27108968
CHEBI:13714	Q27108969
CHEBI:13719	Q27108970
CHEBI:13769	Q27089391
CHEBI:13792	Q60538213
CHEBI:13850	Q619695
CHEBI:13862	Q27108971
CHEBI:13941	Q27108972
CHEBI:13956	Q35664620
CHEBI:13997	Q27108973
CHEBI:14027	Q15410920
CHEBI:14030	Q27108974
CHEBI:14086	Q27108975
CHEBI:14158	Q27108976
CHEBI:14216	Q27108977
CHEBI:14261	Q27108978
CHEBI:14272	Q18389998
CHEBI:14280	Q27108979
CHEBI:14321	Q27108980
CHEBI:14336	Q2739882
CHEBI:14428	Q7774
CHEBI:14469	Q27108981
CHEBI:14597	Q27108982
CHEBI:14648	Q27108984
CHEBI:14649	Q27108995
CHEBI:14737	Q2396216
CHEBI:14750	Q413447
CHEBI:14885	Q3409065
CHEBI:14949	Q38131187
CHEBI:14973	Q1756183
CHEBI:15022	Q911571
CHEBI:15033	Q421219
CHEBI:15035	Q422001
CHEBI:15036	Q27109018
CHEBI:15045	Q27109019
CHEBI:15075	Q27109020
CHEBI:15076	Q27109021
CHEBI:15138	Q56250422
CHEBI:15208	Q27109022
CHEBI:15226	Q27109023
CHEBI:15237	Q27109024
CHEBI:15258	Q27077279
CHEBI:15266	Q38131628
CHEBI:15318	Q49922434
CHEBI:15333	Q2276562
CHEBI:15334	Q23804375
CHEBI:15335	Q2822213
CHEBI:15336	Q2315302
CHEBI:15337	Q27089392
CHEBI:15342	Q2739953
CHEBI:15343	Q61457
CHEBI:15344	Q409692
CHEBI:15345	Q2639429
CHEBI:15346	Q407635
CHEBI:15347	Q49546
CHEBI:15348	Q222936
CHEBI:15349	Q16744025
CHEBI:15350	Q15495451
CHEBI:15351	Q715317
CHEBI:15352	Q27089393
CHEBI:15353	Q4925433
CHEBI:15354	Q193166
CHEBI:15355	Q180623
CHEBI:15356	Q27089394
CHEBI:15357	Q27089395
CHEBI:15360	Q27089396
CHEBI:15361	Q27089397
CHEBI:15362	Q27089398
CHEBI:15363	Q27089400
CHEBI:15364	Q27089401
CHEBI:15365	Q18216
CHEBI:15366	Q47512
CHEBI:15367	Q29417
CHEBI:15368	Q342790
CHEBI:15369	Q343465
CHEBI:15371	Q27089402
CHEBI:15372	Q61014518
CHEBI:15373	Q57742340
CHEBI:15374	Q24063330
CHEBI:15375	Q27089403
CHEBI:15376	Q27089404
CHEBI:15377	Q283
CHEBI:15377	Q3046711
CHEBI:15378	Q506710
CHEBI:15379	Q5203615
CHEBI:15380	Q419560
CHEBI:15382	Q27888324
CHEBI:15383	Q27089405
CHEBI:15384	Q278809
CHEBI:15385	Q27089406
CHEBI:15386	Q27089407
CHEBI:15387	Q4403492
CHEBI:15388	Q27089408
CHEBI:15389	Q27089409
CHEBI:15390	Q27089410
CHEBI:15391	Q27089411
CHEBI:15392	Q27089412
CHEBI:15393	Q412435
CHEBI:15394	Q27089413
CHEBI:15395	Q27089414
CHEBI:15396	Q27089415
CHEBI:15397	Q27095844
CHEBI:15398	Q27089416
CHEBI:15399	Q27889969
CHEBI:15400	Q27089417
CHEBI:15401	Q956217
CHEBI:15402	Q27089418
CHEBI:15403	Q27089419
CHEBI:15404	Q27089420
CHEBI:15405	Q27089421
CHEBI:15405	Q417941
CHEBI:15406	Q27089422
CHEBI:15407	Q219626
CHEBI:15408	Q27089423
CHEBI:15409	Q407418
CHEBI:15410	Q424902
CHEBI:15411	Q27089425
CHEBI:15412	Q27089426
CHEBI:15412	Q27124405
CHEBI:15413	Q25098661
CHEBI:15414	Q56071634
CHEBI:15415	Q27089428
CHEBI:15416	Q27089429
CHEBI:15417	Q27089430
CHEBI:15418	Q27089431
CHEBI:15419	Q27089432
CHEBI:15420	Q15391928
CHEBI:15421	Q3117895
CHEBI:15422	Q80863
CHEBI:15425	Q27464365
CHEBI:15426	Q27093466
CHEBI:15428	Q620730
CHEBI:15429	Q259997
CHEBI:15430	Q619815
CHEBI:15431	Q3843276
CHEBI:15432	Q27089434
CHEBI:15433	Q27089435
CHEBI:15434	Q27089436
CHEBI:15435	Q27089437
CHEBI:15435	Q925685
CHEBI:15436	Q27089438
CHEBI:15436	Q4465724
CHEBI:15437	Q897727
CHEBI:15438	Q2996873
CHEBI:15439	Q2468481
CHEBI:15440	Q407560
CHEBI:15441	Q27453274
CHEBI:15442	Q27088444
CHEBI:15443	Q201552
CHEBI:15447	Q48767930
CHEBI:15448	Q27089439
CHEBI:15449	Q27089440
CHEBI:15452	Q27089441
CHEBI:15453	Q27089442
CHEBI:15454	Q27089443
CHEBI:15456	Q38131804
CHEBI:15457	Q27089444
CHEBI:15459	Q27089445
CHEBI:15460	Q27089446
CHEBI:15461	Q27089447
CHEBI:15463	Q2972823
CHEBI:15463	Q57828469
CHEBI:15464	Q27089449
CHEBI:15465	Q27089451
CHEBI:15466	Q27089452
CHEBI:15467	Q307532
CHEBI:15468	Q27089453
CHEBI:15468	Q27094107
CHEBI:15470	Q27089454
CHEBI:15471	Q27089455
CHEBI:15472	Q27089457
CHEBI:15473	Q27458903
CHEBI:15473	Q303169
CHEBI:15474	Q27089459
CHEBI:15475	Q27089460
CHEBI:15476	Q2813820
CHEBI:15477	Q27089462
CHEBI:15478	Q3528332
CHEBI:15479	Q27458896
CHEBI:15480	Q27089464
CHEBI:15481	Q27089465
CHEBI:15482	Q27089466
CHEBI:15483	Q27089467
CHEBI:15484	Q27089468
CHEBI:15485	Q27089469
CHEBI:15486	Q27089470
CHEBI:15486	Q2816001
CHEBI:15487	Q3066403
CHEBI:15488	Q27089472
CHEBI:15488	Q2816002
CHEBI:15489	Q15233061
CHEBI:15490	Q27089473
CHEBI:15491	Q27089474
CHEBI:15492	Q27089475
CHEBI:15493	Q27089476
CHEBI:15494	Q27089477
CHEBI:15495	Q27089478
CHEBI:15496	Q27089479
CHEBI:15497	Q3109306
CHEBI:15498	Q27089480
CHEBI:15499	Q2998866
CHEBI:15499	Q57828471
CHEBI:15500	Q27089482
CHEBI:15501	Q27089483
CHEBI:15502	Q27089484
CHEBI:15503	Q27089485
CHEBI:15504	Q27089486
CHEBI:15505	Q27089487
CHEBI:15506	Q27089488
CHEBI:15507	Q27089489
CHEBI:15508	Q27089490
CHEBI:15509	Q27089491
CHEBI:15510	Q27089492
CHEBI:15511	Q27089493
CHEBI:15511	Q27108978
CHEBI:15512	Q27089494
CHEBI:15513	Q27089495
CHEBI:15514	Q27089496
CHEBI:15515	Q27458576
CHEBI:15516	Q27098072
CHEBI:15517	Q2929006
CHEBI:15518	Q27098073
CHEBI:15519	Q27098074
CHEBI:15520	Q27098075
CHEBI:15521	Q27098076
CHEBI:15522	Q27098077
CHEBI:15523	Q27098078
CHEBI:15524	Q3066713
CHEBI:15525	Q28797916
CHEBI:15525	Q3361645
CHEBI:15527	Q27098079
CHEBI:15530	Q27098082
CHEBI:15531	Q27095293
CHEBI:15531	Q51589793
CHEBI:15532	Q27093236
CHEBI:15533	Q3348796
CHEBI:15533	Q60998672
CHEBI:15534	Q27088172
CHEBI:15535	Q27098085
CHEBI:15536	Q27098086
CHEBI:15537	Q27098087
CHEBI:15538	Q3382054
CHEBI:15539	Q2640914
CHEBI:15540	Q27098089
CHEBI:15541	Q15427851
CHEBI:15542	Q27098090
CHEBI:15543	Q27098091
CHEBI:15544	Q579348
CHEBI:15545	Q27098093
CHEBI:15546	Q27098094
CHEBI:15547	Q27098095
CHEBI:15548	Q27098096
CHEBI:15550	Q27098097
CHEBI:15551	Q416554
CHEBI:15552	Q412050
CHEBI:15553	Q421375
CHEBI:15554	Q416567
CHEBI:15555	Q419750
CHEBI:15556	Q27098098
CHEBI:15557	Q27098099
CHEBI:15558	Q21099561
CHEBI:15559	Q50318261
CHEBI:15560	Q27098102
CHEBI:15562	Q27098103
CHEBI:15563	Q27098104
CHEBI:15564	Q27098105
CHEBI:15564	Q27124666
CHEBI:15565	Q27098106
CHEBI:15566	Q27098107
CHEBI:15566	Q27124667
CHEBI:15567	Q27098108
CHEBI:15567	Q27124668
CHEBI:15569	Q27098109
CHEBI:15570	Q27076975
CHEBI:15571	Q58447
CHEBI:15572	Q27098110
CHEBI:15573	Q421682
CHEBI:15574	Q27098111
CHEBI:15575	Q27098112
CHEBI:15576	Q27098113
CHEBI:15577	Q27098114
CHEBI:15578	Q7424590
CHEBI:15579	Q27098116
CHEBI:15581	Q27098118
CHEBI:15582	Q27098119
CHEBI:15583	Q27098120
CHEBI:15584	Q27098121
CHEBI:15586	Q27098122
CHEBI:15587	Q27098124
CHEBI:15588	Q27098125
CHEBI:15589	Q27098126
CHEBI:15591	Q61041488
CHEBI:15592	Q27098129
CHEBI:15593	Q27098130
CHEBI:15594	Q27098131
CHEBI:15595	Q27098132
CHEBI:15596	Q27098133
CHEBI:15597	Q27098134
CHEBI:15598	Q27098135
CHEBI:15600	Q415007
CHEBI:15603	Q483745
CHEBI:15604	Q27098137
CHEBI:15605	Q3560517
CHEBI:15606	Q27098139
CHEBI:15607	Q27098140
CHEBI:15607	Q27124677
CHEBI:15608	Q27098141
CHEBI:15608	Q27124678
CHEBI:15609	Q27098142
CHEBI:15610	Q27098143
CHEBI:15611	Q414157
CHEBI:15612	Q27098144
CHEBI:15614	Q27452360
CHEBI:15615	Q27098147
CHEBI:15615	Q27124682
CHEBI:15616	Q27098148
CHEBI:15617	Q27098149
CHEBI:15618	Q3381827
CHEBI:15619	Q27098150
CHEBI:15620	Q27453041
CHEBI:15621	Q9552908
CHEBI:15622	Q1225282
CHEBI:15623	Q27098152
CHEBI:15624	Q27098153
CHEBI:15624	Q27124688
CHEBI:15625	Q3943310
CHEBI:15626	Q27070764
CHEBI:15627	Q774909
CHEBI:15628	Q27070784
CHEBI:15630	Q27098155
CHEBI:15631	Q27098156
CHEBI:15632	Q2823231
CHEBI:15633	Q192367
CHEBI:15634	Q27098157
CHEBI:15635	Q27098158
CHEBI:15636	Q26995704
CHEBI:15636	Q27098159
CHEBI:15637	Q27098160
CHEBI:15638	Q2823228
CHEBI:15639	Q27098161
CHEBI:15639	Q2823229
CHEBI:15640	Q27094183
CHEBI:15640	Q45435667
CHEBI:15641	Q192553
CHEBI:15642	Q24063330
CHEBI:15644	Q27098163
CHEBI:15645	Q27098165
CHEBI:15646	Q27071451
CHEBI:15647	Q2704449
CHEBI:15648	Q27098166
CHEBI:15649	Q10910862
CHEBI:15650	Q2705859
CHEBI:15651	Q3024044
CHEBI:15652	Q3132209
CHEBI:15652	Q50362394
CHEBI:15653	Q27098167
CHEBI:15654	Q27098168
CHEBI:15655	Q27098169
CHEBI:15657	Q27098170
CHEBI:15659	Q27098172
CHEBI:15660	Q3267971
CHEBI:15661	Q27098173
CHEBI:15662	Q27098174
CHEBI:15663	Q27098175
CHEBI:15664	Q2708007
CHEBI:15665	Q27098176
CHEBI:15666	Q27098177
CHEBI:15667	Q27098178
CHEBI:15668	Q61041491
CHEBI:15670	Q2823263
CHEBI:15671	Q18226455
CHEBI:15672	Q23034947
CHEBI:15673	Q12447642
CHEBI:15673	Q63390537
CHEBI:15674	Q194322
CHEBI:15675	Q27098182
CHEBI:15676	Q409804
CHEBI:15677	Q27098183
CHEBI:15678	Q27098185
CHEBI:15681	Q38131965
CHEBI:15682	Q27098186
CHEBI:15683	Q27098187
CHEBI:15684	Q27098188
CHEBI:15685	Q27098189
CHEBI:15686	Q27098190
CHEBI:15688	Q223083
CHEBI:15689	Q27098191
CHEBI:15690	Q27098192
CHEBI:15693	Q409079
CHEBI:15694	Q15304712
CHEBI:15694	Q63395383
CHEBI:15695	Q27093571
CHEBI:15695	Q27095129
CHEBI:15698	Q422504
CHEBI:15699	Q418214
CHEBI:15700	Q258653
CHEBI:15702	Q408984
CHEBI:15703	Q27098197
CHEBI:15703	Q27190430
CHEBI:15705	Q24301658
CHEBI:15707	Q27098198
CHEBI:15707	Q27124721
CHEBI:15708	Q27095161
CHEBI:15708	Q27098199
CHEBI:15709	Q4021722
CHEBI:15710	Q10859645
CHEBI:15711	Q27098200
CHEBI:15712	Q27098201
CHEBI:15713	Q32904692
CHEBI:15714	Q417527
CHEBI:15717	Q27098204
CHEBI:15718	Q27098205
CHEBI:15720	Q27098206
CHEBI:15721	Q3040325
CHEBI:15723	Q13423014
CHEBI:15724	Q419802
CHEBI:15725	Q161498
CHEBI:15727	Q413822
CHEBI:15728	Q27159127
CHEBI:15728	Q27457468
CHEBI:15729	Q410198
CHEBI:15730	Q27124727
CHEBI:15732	Q27093778
CHEBI:15733	Q1959597
CHEBI:15734	Q2832210
CHEBI:15735	Q27098209
CHEBI:15737	Q27098210
CHEBI:15738	Q5957181
CHEBI:15739	Q420554
CHEBI:15740	Q55579895
CHEBI:15741	Q213050
CHEBI:15742	Q3409892
CHEBI:15743	Q410603
CHEBI:15744	Q27098212
CHEBI:15745	Q2823203
CHEBI:15746	Q424597
CHEBI:15748	Q38132290
CHEBI:15749	Q4634124
CHEBI:15750	Q38132362
CHEBI:15751	Q27098215
CHEBI:15751	Q37852760
CHEBI:15753	Q2823207
CHEBI:15754	Q27098216
CHEBI:15755	Q27098217
CHEBI:15756	Q209727
CHEBI:15757	Q27108684
CHEBI:15757	Q27460772
CHEBI:15757	Q3109309
CHEBI:15758	Q61014519
CHEBI:15759	Q27098219
CHEBI:15760	Q165930
CHEBI:15761	Q6824050
CHEBI:15763	Q27098220
CHEBI:15765	Q27121510
CHEBI:15765	Q300989
CHEBI:15766	Q27098221
CHEBI:15767	Q421748
CHEBI:15768	Q410521
CHEBI:15769	Q27098222
CHEBI:15770	Q27098223
CHEBI:15771	Q15426222
CHEBI:15772	Q187526
CHEBI:15772	Q27098224
CHEBI:15773	Q1147539
CHEBI:15774	Q27094629
CHEBI:15774	Q27098225
CHEBI:15775	Q27098226
CHEBI:15776	Q5063335
CHEBI:15781	Q27895009
CHEBI:15781	Q32908454
CHEBI:15782	Q12751472
CHEBI:15783	Q409957
CHEBI:15784	Q27098230
CHEBI:15786	Q28487651
CHEBI:15787	Q27098231
CHEBI:15788	Q27098232
CHEBI:15789	Q27098233
CHEBI:15792	Q27093252
CHEBI:15793	Q2823213
CHEBI:15794	Q900912
CHEBI:15795	Q27098234
CHEBI:15797	Q27098236
CHEBI:15799	Q27463849
CHEBI:15801	Q27098238
CHEBI:15802	Q27466720
CHEBI:15805	Q2013941
CHEBI:15807	Q27098239
CHEBI:15809	Q38132481
CHEBI:15811	Q2701649
CHEBI:15812	Q38132598
CHEBI:15812	Q5289111
CHEBI:15815	Q27098240
CHEBI:15816	Q27076987
CHEBI:15817	Q3955012
CHEBI:15819	Q27098241
CHEBI:15820	Q217404
CHEBI:15821	Q27098242
CHEBI:15822	Q27098243
CHEBI:15823	Q27098244
CHEBI:15824	Q38132767
CHEBI:15825	Q27098245
CHEBI:15826	Q27098246
CHEBI:15827	Q27098247
CHEBI:15829	Q27098248
CHEBI:15830	Q11751619
CHEBI:15831	Q60864238
CHEBI:15832	Q27098250
CHEBI:15833	Q27098251
CHEBI:15834	Q5572322
CHEBI:15835	Q59617355
CHEBI:15836	Q27092984
CHEBI:15837	Q223101
CHEBI:15838	Q27098252
CHEBI:15841	Q3084232
CHEBI:15842	Q27098253
CHEBI:15842	Q3138530
CHEBI:15843	Q407699
CHEBI:15844	Q27078077
CHEBI:15845	Q27098254
CHEBI:15846	Q26987253
CHEBI:15847	Q27098255
CHEBI:15850	Q33609566
CHEBI:15851	Q12093199
CHEBI:15852	Q27098256
CHEBI:15854	Q189522
CHEBI:15855	Q27098257
CHEBI:15857	Q38133235
CHEBI:15858	Q31208886
CHEBI:15859	Q55177068
CHEBI:15860	Q27098263
CHEBI:15861	Q27098264
CHEBI:15862	Q411119
CHEBI:15863	Q27098268
CHEBI:15864	Q415011
CHEBI:15865	Q27098269
CHEBI:15867	Q27098270
CHEBI:15868	Q27098271
CHEBI:15870	Q27098273
CHEBI:15871	Q27098274
CHEBI:15873	Q27093611
CHEBI:15873	Q55168356
CHEBI:15874	Q27098275
CHEBI:15877	Q27098276
CHEBI:15878	Q27098277
CHEBI:15880	Q27098278
CHEBI:15881	Q27094102
CHEBI:15882	Q130336
CHEBI:15883	Q27098279
CHEBI:15884	Q2467410
CHEBI:15886	Q27098281
CHEBI:15887	Q11751639
CHEBI:15888	Q27098282
CHEBI:15889	Q143623
CHEBI:15890	Q15269676
CHEBI:15891	Q207051
CHEBI:15892	Q27098283
CHEBI:15893	Q27098284
CHEBI:15894	Q27098285
CHEBI:15895	Q27098286
CHEBI:15896	Q5205050
CHEBI:15899	Q27088509
CHEBI:15899	Q45415198
CHEBI:15900	Q27098287
CHEBI:15901	Q409340
CHEBI:15902	Q27098289
CHEBI:15903	Q23905968
CHEBI:15904	Q24067397
CHEBI:15905	Q27098291
CHEBI:15906	Q27098292
CHEBI:15907	Q27098293
CHEBI:15908	Q3270244
CHEBI:15911	Q27098294
CHEBI:15913	Q27098295
CHEBI:15915	Q27098296
CHEBI:15917	Q27098297
CHEBI:15918	Q2742455
CHEBI:15919	Q2823236
CHEBI:15920	Q27098298
CHEBI:15924	Q27098299
CHEBI:15925	Q27098301
CHEBI:15926	Q73349546
CHEBI:15927	Q3334152
CHEBI:15929	Q26840883
CHEBI:15930	Q408652
CHEBI:15931	Q27098304
CHEBI:15932	Q2858300
CHEBI:15933	Q27098305
CHEBI:15934	Q27098306
CHEBI:15935	Q24063337
CHEBI:15936	Q27077130
CHEBI:15937	Q27098307
CHEBI:15938	Q27098308
CHEBI:15939	Q418705
CHEBI:15940	Q134658
CHEBI:15941	Q27098309
CHEBI:15942	Q27098311
CHEBI:15944	Q27098312
CHEBI:15945	Q27093004
CHEBI:15945	Q27098313
CHEBI:15946	Q27095095
CHEBI:15946	Q32039197
CHEBI:15947	Q27098314
CHEBI:15948	Q208130
CHEBI:15949	Q61344
CHEBI:15950	Q15633989
CHEBI:15951	Q27098317
CHEBI:15952	Q27098318
CHEBI:15953	Q27098319
CHEBI:15954	Q32778969
CHEBI:15955	Q73403431
CHEBI:15956	Q181354
CHEBI:15957	Q27098321
CHEBI:15960	Q27098322
CHEBI:15961	Q27098324
CHEBI:15963	Q416534
CHEBI:15964	Q2130929
CHEBI:15965	Q71148244
CHEBI:15966	Q27077040
CHEBI:15967	Q27077237
CHEBI:15968	Q5613765
CHEBI:15971	Q485277
CHEBI:15972	Q27098325
CHEBI:15975	Q27098326
CHEBI:15976	Q27098327
CHEBI:15977	Q209370
CHEBI:15978	Q27093499
CHEBI:15979	Q27098328
CHEBI:15980	Q27093035
CHEBI:15982	Q27098329
CHEBI:15984	Q27098330
CHEBI:15986	Q80756
CHEBI:15987	Q27098331
CHEBI:15992	Q27098332
CHEBI:15994	Q27455994
CHEBI:15996	Q392227
CHEBI:15997	Q416655
CHEBI:15998	Q4596859
CHEBI:15999	Q2823224
CHEBI:16000	Q410387
CHEBI:16001	Q27098334
CHEBI:16002	Q424636
CHEBI:16003	Q27098335
CHEBI:16004	Q27098336
CHEBI:16005	Q27098337
CHEBI:16007	Q409309
CHEBI:16008	Q414492
CHEBI:16009	Q27098338
CHEBI:16010	Q27887010
CHEBI:16011	Q209388
CHEBI:16013	Q27098339
CHEBI:16015	Q26995161
CHEBI:16016	Q409618
CHEBI:16017	Q18341008
CHEBI:16019	Q425512
CHEBI:16020	Q161643
CHEBI:16021	Q27098340
CHEBI:16022	Q27098341
CHEBI:16023	Q417337
CHEBI:16026	Q27094515
CHEBI:16027	Q318369
CHEBI:16028	Q27098342
CHEBI:16029	Q27458089
CHEBI:16031	Q27097844
CHEBI:16032	Q422469
CHEBI:16034	Q27098344
CHEBI:16034	Q28000009
CHEBI:16035	Q27098345
CHEBI:16036	Q27098346
CHEBI:16037	Q209453
CHEBI:16038	Q426095
CHEBI:16039	Q3151473
CHEBI:16040	Q178425
CHEBI:16042	Q193086
CHEBI:16042	Q30972056
CHEBI:16043	Q27098347
CHEBI:16046	Q27098348
CHEBI:16047	Q60213431
CHEBI:16048	Q27098350
CHEBI:16049	Q27098351
CHEBI:16050	Q27098352
CHEBI:16052	Q151324
CHEBI:16053	Q27088421
CHEBI:16054	Q27098354
CHEBI:16055	Q27102710
CHEBI:16055	Q414109
CHEBI:16057	Q27077065
CHEBI:16057	Q417398
CHEBI:16058	Q27098356
CHEBI:16060	Q27098357
CHEBI:16064	Q27098359
CHEBI:16065	Q15426984
CHEBI:16066	Q17002962
CHEBI:16067	Q27098360
CHEBI:16068	Q27098361
CHEBI:16069	Q328692
CHEBI:16070	Q4545703
CHEBI:16072	Q6743002
CHEBI:16073	Q27098362
CHEBI:16074	Q27098364
CHEBI:16076	Q27098366
CHEBI:16077	Q27098367
CHEBI:16079	Q27098368
CHEBI:16080	Q5520257
CHEBI:16081	Q27098369
CHEBI:16082	Q27089069
CHEBI:16083	Q27098370
CHEBI:16084	Q27098371
CHEBI:16085	Q27098373
CHEBI:16086	Q27098374
CHEBI:16087	Q27098375
CHEBI:16089	Q27094923
CHEBI:16091	Q38133763
CHEBI:16091	Q418203
CHEBI:16092	Q412316
CHEBI:16093	Q27098376
CHEBI:16094	Q410739
CHEBI:16094	Q425358
CHEBI:16095	Q2271580
CHEBI:16096	Q6634283
CHEBI:16097	Q27098377
CHEBI:16098	Q27098379
CHEBI:16099	Q27098380
CHEBI:16100	Q27098381
CHEBI:16101	Q409184
CHEBI:16104	Q11751633
CHEBI:16106	Q27098383
CHEBI:16108	Q416915
CHEBI:16109	Q161514
CHEBI:16110	Q38133872
CHEBI:16111	Q27098384
CHEBI:16112	Q421964
CHEBI:16113	Q43656
CHEBI:16114	Q6806652
CHEBI:16116	Q27098385
CHEBI:16118	Q176525
CHEBI:16119	Q410830
CHEBI:16120	Q27098386
CHEBI:16122	Q27098387
CHEBI:16123	Q27098388
CHEBI:16125	Q161632
CHEBI:16126	Q27098389
CHEBI:16128	Q27098390
CHEBI:16129	Q27098391
CHEBI:16130	Q163648
CHEBI:16131	Q27098392
CHEBI:16132	Q27098393
CHEBI:16133	Q284201
CHEBI:16134	Q4087
CHEBI:16134	Q627
CHEBI:16135	Q415062
CHEBI:16136	Q170591
CHEBI:16138	Q27098396
CHEBI:16138	Q27124838
CHEBI:16141	Q27098397
CHEBI:16142	Q27098398
CHEBI:16142	Q27124840
CHEBI:16143	Q27098399
CHEBI:16144	Q27098400
CHEBI:16146	Q27098401
CHEBI:16147	Q27098402
CHEBI:16148	Q150888
CHEBI:16150	Q27075054
CHEBI:16151	Q27098403
CHEBI:16152	Q38133928
CHEBI:16153	Q19903180
CHEBI:16154	Q27453292
CHEBI:16155	Q27095123
CHEBI:16157	Q27098404
CHEBI:16158	Q39046831
CHEBI:16159	Q27098405
CHEBI:16160	Q27098406
CHEBI:16161	Q27098407
CHEBI:16162	Q27098408
CHEBI:16163	Q423408
CHEBI:16164	Q388692
CHEBI:16165	Q27098411
CHEBI:16166	Q27098412
CHEBI:16168	Q27098413
CHEBI:16169	Q27098415
CHEBI:16170	Q925
CHEBI:16171	Q21547155
CHEBI:16172	Q27098416
CHEBI:16174	Q27098417
CHEBI:16174	Q2739886
CHEBI:16175	Q27098418
CHEBI:16176	Q27077099
CHEBI:16177	Q18358922
